Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Unreserved_Fund_Bal,Fund_Equity_Enterprise,Fund_Equity_Internal_Service,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2005 Population,Moody's_Bond_Ratings_July_2005,area lmt,ACGLFY05,EGL,TANF05 Recipients,empl,ACMR,enrollmt,RPA Identifier
"KILLINGWORTH","BP",2.0050000000000000e+03,7.1000000000000000e+01,7.0000000000000000e+01,"M",31522372.0000,2227953.0000,33750325.0000,-427081.0000,2294159.0000,13927075.0000,16779199.0000,12885270.0000,1069400.0000,17404403.0000,0.0000,990927.0000,352000.0000,352000.0000,-977204.0000,476618.0000,13723.0000,0.0000,12514335.2512,1048727.0000,13563062.2512,0.0000,656000.0000,2679275.0000,2679275.0000,,,13860187.0000,13807919.0000,9.9622891090863352e-01,13936791.0000,13863929.0000,9.9477196723406414e-01,6.4030000000000000e+03,,3.5320000000000000e+01,553807645.0000,1005072452.0000,1.4000000000000000e+01,3.3888569787478458e-02,2.4800000000000001e+01,1.1668900000000001e+03,"CT River Estuary RPA"
"LEBANON","BP",2.0050000000000000e+03,7.2000000000000000e+01,7.1000000000000000e+01,"NL",17368934.0000,4677660.0000,27250203.0000,2903821.0000,6082628.0000,10676315.0000,19285069.0000,14302684.0000,997198.0000,17474071.0000,4850.0000,4850.0000,1475531.0000,1475531.0000,340317.0000,294133.0000,340317.0000,0.0000,,4457494.0000,4457494.0000,0.0000,0.0000,2695417.0000,2695417.0000,,,10608275.0000,10387448.0000,9.7918351475616916e-01,10944027.0000,10549266.0000,9.6392909118371140e-01,7.3340000000000000e+03,"A1",5.4100000000000001e+01,452771671.0000,649121365.7143,2.0000000000000000e+01,4.3872198378636144e-02,2.3300000000000001e+01,1.3044600000000000e+03,"Windham Region COG"
"LEDYARD","JG",2.0050000000000000e+03,7.3000000000000000e+01,7.2000000000000000e+01,"NL",25329860.0000,6728665.0000,32125290.0000,2002346.0000,13972234.0000,25980934.0000,42412063.0000,25562117.0000,838388.0000,40496596.0000,415090.0000,415090.0000,1818296.0000,1818296.0000,512261.0000,-220768.0000,512261.0000,0.0000,,4401708.0000,4401708.0000,106199.0000,404090.0000,3484991.0000,3378792.0000,9632769.0000,907553.0000,25917849.0000,25650142.0000,9.8967094067104100e-01,26220496.0000,25808621.0000,9.8429186846808692e-01,1.5172000000000000e+04,"A1",3.8140000000000001e+01,801880319.0000,1548634487.0000,5.4000000000000000e+01,3.6294626971889454e-02,3.2329999999999998e+01,2.8887700000000000e+03,"Southeastern CT COG"
"LISBON","BP",2.0050000000000000e+03,7.4000000000000000e+01,7.3000000000000000e+01,"NL",5366037.0000,2595161.0000,7965609.0000,219372.0000,3930432.0000,5170308.0000,10569872.0000,7789056.0000,753386.0000,10390342.0000,0.0000,0.0000,6822.0000,6822.0000,172708.0000,-501917.0000,172708.0000,0.0000,,5970000.0000,5970000.0000,717795.0000,0.0000,2037215.0000,1319420.0000,3953364.0000,,5102124.0000,5041521.0000,9.8812200565881969e-01,5191295.0000,5096125.0000,9.8166738742452508e-01,4.2340000000000000e+03,"A3",1.6250000000000000e+01,240293845.0000,483460289.0000,1.8000000000000000e+01,4.6183953033268103e-02,2.1000000000000000e+01,8.4726999999999998e+02,"Southeastern CT COG"
"LITCHFIELD","JG",2.0050000000000000e+03,7.5000000000000000e+01,7.4000000000000000e+01,"L",13755000.0000,9785000.0000,23550000.0000,1827000.0000,1883000.0000,18192000.0000,21041000.0000,14242000.0000,1334000.0000,20794000.0000,640000.0000,640000.0000,324000.0000,324000.0000,563000.0000,578420.0000,563000.0000,0.0000,,10899000.0000,10899000.0000,192000.0000,0.0000,3078000.0000,2886000.0000,,-40000.0000,17946000.0000,17692000.0000,9.8584642817340906e-01,18519000.0000,18029000.0000,9.7354068794211346e-01,8.6840000000000000e+03,"Aa3",5.6060000000000002e+01,832898176.0000,1191187708.5714,2.0000000000000000e+01,4.3205574912891988e-02,2.1400000000000002e+01,1.3793399999999999e+03,"Litchfield Hills Cncl of Elected Ofcls"
"LYME","JG",2.0050000000000000e+03,7.6000000000000000e+01,7.5000000000000000e+01,"NL",3227632.0000,1790156.0000,5073788.0000,240693.0000,330133.0000,6172100.0000,6820708.0000,4818591.0000,40707.0000,6782972.0000,0.0000,0.0000,32625.0000,32625.0000,5111.0000,-279195.0000,5111.0000,0.0000,4282305.0986,2569712.0000,6852017.0986,136250.0000,473026.0000,1168608.0000,1032358.0000,,,6150813.0000,6105286.0000,9.9259821425232730e-01,6235781.0000,6123726.0000,9.8203031825524345e-01,2.0990000000000000e+03,,3.1850000000000001e+01,495000866.0000,707249808.5714,2.0000000000000000e+00,3.1746031746031744e-02,1.2400000000000000e+01,3.2812000000000000e+02,"CT River Estuary RPA"
"MADISON","BP",2.0050000000000000e+03,7.7000000000000000e+01,7.6000000000000000e+01,"NH",49160163.0000,11450638.0000,61372307.0000,4148168.0000,3438852.0000,47612345.0000,54482554.0000,36253672.0000,3544899.0000,53952998.0000,119099.0000,119099.0000,3039854.0000,3039854.0000,-2391199.0000,1380927.0000,-2391199.0000,0.0000,,46286594.0000,46286594.0000,431268.0000,150000.0000,6917627.0000,6486359.0000,,1493168.0000,47785976.0000,47578578.0000,9.9565985635618282e-01,48324931.0000,47651605.0000,9.8606669505642952e-01,1.8812000000000000e+04,"Aa1",3.6180000000000000e+01,2365378595.0000,4090891285.0123,2.9000000000000000e+01,3.1935516784001632e-02,2.0219999999999999e+01,3.8961500000000001e+03,"South Central Regional COG"
"MANCHESTER","BP",2.0050000000000000e+03,7.8000000000000000e+01,7.7000000000000000e+01,"H",19303000.0000,-4537000.0000,17281000.0000,7053000.0000,34756000.0000,91226000.0000,131215000.0000,81942000.0000,4383000.0000,126142000.0000,646000.0000,7446000.0000,2971000.0000,9752000.0000,2748000.0000,1245000.0000,2767000.0000,0.0000,,41718000.0000,41718000.0000,1347000.0000,3077000.0000,11938000.0000,10591000.0000,47997000.0000,-2923000.0000,98892000.0000,97189000.0000,9.8277919346357645e-01,101916000.0000,98550000.0000,9.6697280113034267e-01,5.5572000000000000e+04,"Aa2",2.7250000000000000e+01,2826818625.0000,5303642498.4488,8.1600000000000000e+02,4.7431340872374800e-02,3.6070000000000000e+01,7.9063100000000004e+03,"Capital Region COG"
"MANSFIELD","JG",2.0050000000000000e+03,7.9000000000000000e+01,7.8000000000000000e+01,"T",62880466.0000,476846.0000,66969889.0000,1698455.0000,15580254.0000,18571837.0000,35370517.0000,25077649.0000,1241507.0000,34473323.0000,252500.0000,252500.0000,606500.0000,606500.0000,543194.0000,-45976.0000,543194.0000,0.0000,12428340.4308,4800000.0000,17228340.4308,88601.0000,0.0000,1656703.0000,1568102.0000,1172428.0000,1692634.0000,18325498.0000,18039519.0000,9.8439447593729790e-01,18716572.0000,18244732.0000,9.7479025539505848e-01,2.4558000000000000e+04,"Aa3",4.4460000000000001e+01,587050536.0000,1192413028.5774,3.8000000000000000e+01,4.2559949182150232e-02,3.0930000000000000e+01,2.0287000000000000e+03,"Windham Region COG"
"MARLBOROUGH","BP",2.0050000000000000e+03,8.0000000000000000e+01,7.9000000000000000e+01,"H",10053498.0000,4488204.0000,14541702.0000,1291619.0000,3163094.0000,12609911.0000,16310589.0000,11821811.0000,816976.0000,15990350.0000,0.0000,0.0000,17000.0000,17000.0000,303239.0000,-350329.0000,303239.0000,0.0000,8526960.9088,11415000.0000,19941960.9088,302889.0000,878325.0000,2817252.0000,2514363.0000,,,12583123.0000,12482782.0000,9.9202574750322314e-01,12725012.0000,12545633.0000,9.8590343176100736e-01,6.2670000000000000e+03,"A1",2.3280000000000001e+01,422375630.0000,744649119.8653,7.0000000000000000e+00,3.6728837876614059e-02,2.9230000000000000e+01,1.1584200000000001e+03,"Capital Region COG"
"MERIDEN","JG",2.0050000000000000e+03,8.1000000000000000e+01,8.0000000000000000e+01,"NH",104143934.0000,-63006697.0000,47621971.0000,14012008.0000,59251401.0000,91365055.0000,162490384.0000,78349396.0000,44758076.0000,160618455.0000,5150000.0000,5150000.0000,400000.0000,400000.0000,6621929.0000,3019086.0000,6621929.0000,0.0000,,93536021.0000,93536021.0000,7779229.0000,0.0000,9612152.0000,1832923.0000,106317604.0000,169664.0000,92299166.0000,89567202.0000,9.7040098932204866e-01,97546863.0000,91966532.0000,9.4279333206235449e-01,5.9653000000000000e+04,"Baa1",2.3740000000000002e+01,2340728788.0000,4325518736.1741,1.6930000000000000e+03,5.9303908224771537e-02,3.9090000000000003e+01,9.7239899999999998e+03,"South Central Regional COG"
"MIDDLEBURY","JG",2.0050000000000000e+03,8.2000000000000000e+01,8.1000000000000000e+01,"NH",33736676.0000,7730495.0000,41467171.0000,-586544.0000,527793.0000,20881173.0000,22475966.0000,12454897.0000,821321.0000,21087822.0000,429042.0000,429042.0000,670262.0000,670262.0000,1146924.0000,474172.0000,1146924.0000,0.0000,9970329.9608,5990420.0000,15960749.9608,0.0000,132000.0000,3018175.0000,3018175.0000,,,20607802.0000,20399555.0000,9.8989474957106049e-01,21022901.0000,20605945.0000,9.8016658119638200e-01,6.9740000000000000e+03,"A1",1.7750000000000000e+01,665408429.0000,1316670068.0607,5.0000000000000000e+00,3.9215686274509803e-02,3.0820000000000000e+01,1.2255100000000000e+03,"COG of Central Naugatuck Valley"
"MIDDLEFIELD","BP",2.0050000000000000e+03,8.3000000000000000e+01,8.2000000000000000e+01,"M",2034560.0000,4816747.0000,6851307.0000,462870.0000,2010161.0000,9392459.0000,11822778.0000,8640144.0000,326043.0000,11632854.0000,213866.0000,213866.0000,393402.0000,393402.0000,10388.0000,363811.0000,10388.0000,0.0000,7716468.3146,3670003.0000,11386471.3146,28589.0000,300000.0000,1077918.0000,1049329.0000,,,9393140.0000,9194779.0000,9.7888235456939854e-01,9539109.0000,9293554.0000,9.7425807798191633e-01,4.2810000000000000e+03,,1.2700000000000001e+01,301764830.0000,591040963.0157,5.0000000000000000e+00,4.3553255713669685e-02,3.0850000000000001e+01,7.5316999999999996e+02,"Midstate RPA"
"MIDDLETOWN","JG",2.0050000000000000e+03,8.4000000000000000e+01,8.3000000000000000e+01,"M",81121000.0000,25408000.0000,107459000.0000,10653000.0000,27901000.0000,71139000.0000,104142000.0000,57230000.0000,11322000.0000,92085000.0000,793000.0000,1732000.0000,11525000.0000,11525000.0000,1325000.0000,527000.0000,2264000.0000,0.0000,,71549000.0000,71549000.0000,1068000.0000,1674000.0000,10470000.0000,9402000.0000,,3719000.0000,75777000.0000,74423000.0000,9.8213178141124613e-01,77816000.0000,75552000.0000,9.7090572632877559e-01,4.7438000000000000e+04,"Aa3",4.0899999999999999e+01,2538197233.0000,4582120071.0000,6.5000000000000000e+02,4.6877433421585422e-02,2.8000000000000000e+01,5.2797900000000000e+03,"Midstate RPA"
"MILFORD","BP",2.0050000000000000e+03,8.5000000000000000e+01,8.4000000000000000e+01,"NH",107364000.0000,22969000.0000,130587000.0000,3747000.0000,17842000.0000,124473000.0000,148861000.0000,83738000.0000,8714000.0000,145724000.0000,137000.0000,706000.0000,2188000.0000,2188000.0000,1086000.0000,547000.0000,1655000.0000,0.0000,,64190000.0000,64190000.0000,1651000.0000,3000000.0000,14991000.0000,13340000.0000,3946000.0000,4224000.0000,124490000.0000,122359000.0000,9.8288215920957511e-01,130471000.0000,124498000.0000,9.5421971166006236e-01,5.4802000000000000e+04,"Aa2",2.2559999999999999e+01,3977816018.0000,9253413600.7875,2.6900000000000000e+02,3.1306951314761779e-02,3.1340000000000000e+01,7.5526500000000005e+03,"South Central Regional COG"
"MONROE","JG",2.0050000000000000e+03,8.6000000000000000e+01,8.5000000000000000e+01,"F",34880487.0000,-5408679.0000,29632468.0000,948940.0000,7903684.0000,46258850.0000,57898929.0000,41845171.0000,3578966.0000,58715160.0000,134502.0000,134502.0000,590608.0000,590608.0000,-1272337.0000,-709931.0000,-1272337.0000,0.0000,,46171619.0000,46171619.0000,454465.0000,1710000.0000,3666575.0000,3212110.0000,,158236.0000,45912450.0000,45617459.0000,9.9357492357737387e-01,46544174.0000,46036614.0000,9.8909509061219991e-01,1.9650000000000000e+04,"Aa2",2.6129999999999999e+01,2008684515.0000,2882295437.1429,2.2000000000000000e+01,3.8769408814736235e-02,2.2879999999999999e+01,4.1856000000000004e+03,"Greater Bridgeport RPA"
"MONTVILLE","BP",2.0050000000000000e+03,8.7000000000000000e+01,8.6000000000000000e+01,"NL",10845840.0000,9467293.0000,25700783.0000,4594803.0000,15447378.0000,29025276.0000,48140298.0000,30922638.0000,2932047.0000,45930598.0000,59897.0000,59897.0000,332087.0000,332087.0000,1937510.0000,870383.0000,1937510.0000,0.0000,,26040176.0000,26040176.0000,3499195.0000,0.0000,7004741.0000,3505546.0000,41986521.0000,-981112.0000,28312849.0000,27890913.0000,9.8509736692340644e-01,29591152.0000,28425957.0000,9.6062353368331177e-01,1.9612000000000000e+04,"Aa3",4.2009999999999998e+01,991913200.0000,1917668059.0000,1.1400000000000000e+02,4.3782673637042566e-02,2.7969999999999999e+01,3.0029900000000002e+03,"Southeastern CT COG"
"MORRIS","JG",2.0050000000000000e+03,8.8000000000000000e+01,8.7000000000000000e+01,"L",4696018.0000,1797873.0000,6561621.0000,456963.0000,732392.0000,6330437.0000,7313241.0000,5044061.0000,0.0000,6967600.0000,0.0000,0.0000,125000.0000,125000.0000,220641.0000,-57982.0000,220641.0000,0.0000,3321447.7407,0.0000,3321447.7407,81152.0000,150000.0000,553226.0000,472074.0000,2230607.0000,,6245410.0000,6158827.0000,9.8613653867400219e-01,6380831.0000,6262170.0000,9.8140351938485759e-01,2.3930000000000000e+03,,1.7190000000000001e+01,226159236.0000,482418415.5225,9.0000000000000000e+00,4.2901716068642744e-02,2.7460000000000001e+01,4.0001999999999998e+02,"Litchfield Hills Cncl of Elected Ofcls"
"NAUGATUCK","JG",2.0050000000000000e+03,8.9000000000000000e+01,8.8000000000000000e+01,"NH",115445287.0000,-1211158.0000,118036915.0000,193758.0000,30029202.0000,48019806.0000,87201572.0000,48646162.0000,7184214.0000,85501598.0000,567226.0000,567226.0000,2757772.0000,2757772.0000,-490572.0000,-574842.0000,-490572.0000,0.0000,,100636673.0000,100636673.0000,272970.0000,0.0000,6809673.0000,6536703.0000,,-4322686.0000,48688456.0000,46298075.0000,9.5090456349652985e-01,54121144.0000,47608374.0000,8.7966311281224951e-01,3.1864000000000000e+04,"A1",1.6390000000000001e+01,1362740054.0000,2506127234.7367,3.3900000000000000e+02,5.3478157644824310e-02,3.5399999999999999e+01,5.4704800000000005e+03,"COG of Central Naugatuck Valley"
"NEW BRITAIN","JG",2.0050000000000000e+03,9.0000000000000000e+01,8.9000000000000000e+01,"H",87181000.0000,-27525000.0000,62245000.0000,11410000.0000,88939000.0000,96828000.0000,196830000.0000,112603000.0000,25851000.0000,172930000.0000,6172000.0000,6172000.0000,29058000.0000,29058000.0000,1014000.0000,994000.0000,1014000.0000,0.0000,,179645000.0000,179645000.0000,1035000.0000,0.0000,9024000.0000,7989000.0000,36396000.0000,5325000.0000,96045000.0000,92975000.0000,9.6803581654432813e-01,104600000.0000,95457000.0000,9.1259082217973231e-01,7.1254000000000000e+04,"A3",1.3340000000000000e+01,2030390487.0000,3588382135.9119,3.1830000000000000e+03,7.4154238443976631e-02,4.6899999999999999e+01,1.1161880000000001e+04,"Central CT RPA"
"NEW CANAAN","JG",2.0050000000000000e+03,9.1000000000000000e+01,9.0000000000000000e+01,"F",30057721.0000,31854186.0000,61911907.0000,10997862.0000,3539461.0000,83753940.0000,93177025.0000,55817773.0000,8107947.0000,91317970.0000,0.0000,18955000.0000,1213463.0000,19518703.0000,645592.0000,932832.0000,1295352.0000,0.0000,,135845494.0000,135845494.0000,1343087.0000,1243253.0000,11447107.0000,10104020.0000,258229.0000,3238935.0000,83229500.0000,82887737.0000,9.9589372758457040e-01,84246676.0000,83339810.0000,9.8923558717022853e-01,1.9984000000000000e+04,"Aaa",2.2129999999999999e+01,6557171540.0000,9367732785.7143,1.0000000000000000e+01,3.1433506044905010e-02,1.2655000000000001e+01,4.1283900000000003e+03,"South Western RPA"
"NEW FAIRFIELD","BP",2.0050000000000000e+03,9.2000000000000000e+01,9.1000000000000000e+01,"F",21611043.0000,14969254.0000,36814246.0000,3627644.0000,6061025.0000,33148964.0000,41077819.0000,24987074.0000,2430730.0000,39378752.0000,6100.0000,6100.0000,1149231.0000,1149231.0000,555936.0000,94959.0000,555936.0000,0.0000,,13605940.0000,13605940.0000,675009.0000,20109.0000,5131103.0000,4456094.0000,,1852295.0000,32956511.0000,32713583.0000,9.9262883137113633e-01,33311827.0000,32951914.0000,9.8919563913441311e-01,1.4261000000000000e+04,"Aa3",2.0460000000000001e+01,1140050450.0000,2518368387.0000,1.6000000000000000e+01,3.6883047210300432e-02,2.8750000000000000e+01,3.0617200000000003e+03,"Housatonic Council of Elected Ofcls"
"NEW HARTFORD","BP",2.0050000000000000e+03,9.3000000000000000e+01,9.2000000000000000e+01,"L",3832969.0000,3421144.0000,7254113.0000,588599.0000,3711895.0000,14124967.0000,18429414.0000,13366713.0000,645968.0000,17900059.0000,0.0000,0.0000,332780.0000,332780.0000,196575.0000,223688.0000,196575.0000,0.0000,4375370.8867,5750000.0000,10125370.8867,0.0000,407988.0000,2289745.0000,2289745.0000,3891179.0000,,14064516.0000,13883685.0000,9.8714274988204354e-01,14382572.0000,14092958.0000,9.7986354596382341e-01,6.7460000000000000e+03,"A2",3.7020000000000003e+01,535795924.0000,769085160.0000,1.1000000000000000e+01,3.8115981486523280e-02,2.6100000000000001e+01,1.1791900000000001e+03,"Litchfield Hills Cncl of Elected Ofcls"
"NEW HAVEN","JG",2.0050000000000000e+03,9.4000000000000000e+01,9.3000000000000000e+01,"NH",392890484.0000,-39174978.0000,370520927.0000,21498263.0000,195217738.0000,154152809.0000,376679435.0000,162878021.0000,89201834.0000,383848540.0000,7200000.0000,7200000.0000,0.0000,0.0000,30895.0000,445304.0000,30895.0000,0.0000,,495287735.0000,495287735.0000,0.0000,0.0000,12979396.0000,12979396.0000,93389793.0000,-14204848.0000,152337248.0000,149886899.0000,9.8391497134043016e-01,158054532.0000,150795513.0000,9.5407269308797804e-01,1.2479100000000000e+05,"A3",1.8850000000000001e+01,3886541620.0000,7789399968.0000,6.6460000000000000e+03,7.2026151033298250e-02,3.9530000000000001e+01,1.9832220000000001e+04,"South Central Regional COG"
"NEW LONDON","JG",2.0050000000000000e+03,9.5000000000000000e+01,9.5000000000000000e+01,"NL",59275199.0000,19282096.0000,78557295.0000,31164517.0000,33203342.0000,31842250.0000,70860645.0000,37464959.0000,3727276.0000,74132979.0000,4000.0000,934172.0000,737437.0000,737437.0000,-4005771.0000,-3829122.0000,-3075599.0000,0.0000,,26816488.0000,26816488.0000,187732.0000,679632.0000,4254261.0000,4066529.0000,55140678.0000,,32370965.0000,31522548.0000,9.7379080296185172e-01,35466589.0000,31888835.0000,8.9912325653871028e-01,2.6174000000000000e+04,"A1",5.5400000000000000e+00,1217213659.0000,1822817954.0000,8.9800000000000000e+02,5.9976247030878858e-02,2.5340000000000000e+01,3.4273899999999999e+03,"Southeastern CT COG"
"NEW MILFORD","BP",2.0050000000000000e+03,9.6000000000000000e+01,9.6000000000000000e+01,"L",79481172.0000,34375314.0000,120481611.0000,5797218.0000,15422363.0000,56968100.0000,79567649.0000,49318319.0000,8002501.0000,77781406.0000,627949.0000,669597.0000,1477089.0000,1477089.0000,937103.0000,232291.0000,978751.0000,0.0000,,54585208.0000,54585208.0000,1531066.0000,2687447.0000,12552744.0000,11021678.0000,13960187.0000,3236685.0000,56621250.0000,55362676.0000,9.7777205554451729e-01,58738738.0000,56461187.0000,9.6122574169026243e-01,2.8667000000000000e+04,"Aa2",6.1579999999999998e+01,2166479385.0000,4365228995.0000,8.9000000000000000e+01,3.7753510140405615e-02,2.6160000000000000e+01,5.1723699999999999e+03,"Housatonic Council of Elected Ofcls"
"NEWINGTON","BP",2.0050000000000000e+03,9.7000000000000000e+01,9.4000000000000000e+01,"H",36835000.0000,20722000.0000,58009000.0000,9629000.0000,14836000.0000,60047000.0000,77687000.0000,46586000.0000,3277000.0000,74767000.0000,78000.0000,78000.0000,1801000.0000,1801000.0000,1197000.0000,-409000.0000,1197000.0000,0.0000,,25000000.0000,25000000.0000,1286000.0000,1650000.0000,11760000.0000,10474000.0000,,2529000.0000,59689000.0000,59063000.0000,9.8951230544991542e-01,60880000.0000,59638000.0000,9.7959921156373198e-01,2.9676000000000000e+04,"Aa3",1.3170000000000000e+01,1744458333.0000,3505059414.1061,1.1200000000000000e+02,4.2988107036669970e-02,3.4240000000000002e+01,4.6124400000000005e+03,"Capital Region COG"
"NEWTOWN","JG",2.0050000000000000e+03,9.8000000000000000e+01,9.7000000000000000e+01,"F",95381052.0000,18816376.0000,123847929.0000,4322588.0000,8687688.0000,71319635.0000,84387478.0000,54200950.0000,8024041.0000,85342017.0000,600000.0000,612500.0000,100000.0000,100000.0000,-454539.0000,-678228.0000,-442039.0000,0.0000,,57303350.0000,57303350.0000,2395103.0000,2467236.0000,7174874.0000,4779771.0000,34861331.0000,127863.0000,70745739.0000,69896883.0000,9.8800131270096703e-01,72050902.0000,70633655.0000,9.8032992008899489e-01,2.6996000000000000e+04,"Aa2",5.7759999999999998e+01,2844420641.0000,4947025867.0000,3.1000000000000000e+01,3.6383207750269105e-02,2.4900000000000002e+01,5.5908100000000004e+03,"Housatonic Council of Elected Ofcls"
"NORFOLK","JG",2.0050000000000000e+03,9.9000000000000000e+01,9.8000000000000000e+01,"L",3819970.0000,2054456.0000,5874426.0000,116223.0000,724571.0000,4974763.0000,5947737.0000,3494231.0000,140373.0000,5741845.0000,3135.0000,3135.0000,108640.0000,108640.0000,100387.0000,47469.0000,100387.0000,0.0000,931897.1207,485000.0000,1416897.1207,127122.0000,0.0000,979476.0000,852354.0000,,,4957530.0000,4881553.0000,9.8467442456223164e-01,5142192.0000,4970519.0000,9.6661482107241425e-01,1.6760000000000000e+03,"A3",4.5310000000000002e+01,198789662.0000,285847695.7143,1.0000000000000000e+01,3.9614561027837260e-02,2.4820000000000000e+01,2.6544000000000000e+02,"Litchfield Hills Cncl of Elected Ofcls"
"NORTH BRANFORD","JG",2.0050000000000000e+03,1.0000000000000000e+02,9.9000000000000000e+01,"NH",37551742.0000,14517797.0000,53587101.0000,-667560.0000,8804945.0000,26720069.0000,36399463.0000,23251228.0000,2795087.0000,35668067.0000,344424.0000,371667.0000,523634.0000,523634.0000,552186.0000,17992.0000,579429.0000,0.0000,,27045775.0000,27045775.0000,448445.0000,250000.0000,4021473.0000,3573028.0000,,,25598435.0000,25439484.0000,9.9379059696422845e-01,25953765.0000,25583793.0000,9.8574495839043008e-01,1.4398000000000000e+04,"A1",2.4920000000000002e+01,873681464.0000,1768184166.0000,3.2000000000000000e+01,4.4032871335704646e-02,2.9120000000000001e+01,2.6133800000000001e+03,"South Central Regional COG"
"NORTH CANAAN","BP",2.0050000000000000e+03,1.0100000000000000e+02,1.0000000000000000e+02,"L",5600059.0000,1008934.0000,7734424.0000,-159616.0000,2515710.0000,5468375.0000,8272802.0000,6272142.0000,393891.0000,8702685.0000,0.0000,0.0000,0.0000,0.0000,-429883.0000,-107161.0000,-429883.0000,0.0000,1296986.1282,1421055.0000,2718041.1282,0.0000,49107.0000,153501.0000,153501.0000,6364.0000,,5471154.0000,5381532.0000,9.8361917796501430e-01,5731283.0000,5490947.0000,9.5806593392788320e-01,3.3920000000000000e+03,"A3",1.9449999999999999e+01,236812220.0000,437040223.0000,1.0000000000000000e+01,4.3452730475631238e-02,2.3000000000000000e+01,5.0223000000000002e+02,"Northwestern CT COG"
"NORTH HAVEN","JG",2.0050000000000000e+03,1.0200000000000000e+02,1.0100000000000000e+02,"NH",46656917.0000,8022093.0000,56581513.0000,18751913.0000,5384792.0000,58599629.0000,69275567.0000,37478231.0000,4488468.0000,69627962.0000,21329.0000,13101602.0000,481353.0000,13561626.0000,-812419.0000,-3418717.0000,-812419.0000,0.0000,,28678977.0000,28678977.0000,2256304.0000,0.0000,6885453.0000,4629149.0000,,,58135858.0000,56985430.0000,9.8021138692061616e-01,61822819.0000,57965037.0000,9.3759938381328101e-01,2.3908000000000000e+04,"Aa2",2.0770000000000000e+01,1912197047.0000,4048248184.0000,7.4000000000000000e+01,4.3103448275862072e-02,3.0530000000000001e+01,3.9190999999999999e+03,"South Central Regional COG"
"NORTH STONINGTON","BP",2.0050000000000000e+03,1.0300000000000000e+02,1.0200000000000000e+02,"NL",4361547.0000,5370158.0000,9731705.0000,-408099.0000,4554325.0000,10214655.0000,15274738.0000,10311920.0000,1167964.0000,15673422.0000,95000.0000,452421.0000,114264.0000,114264.0000,-417948.0000,23207.0000,-60527.0000,0.0000,,5705467.0000,5705467.0000,168654.0000,0.0000,1734876.0000,1566222.0000,,,10141442.0000,9899072.0000,9.7610103178620955e-01,10453778.0000,10074725.0000,9.6374009472938871e-01,5.2180000000000000e+03,"A3",5.4300000000000004e+01,337866635.0000,782761265.0000,1.6000000000000000e+01,3.5414725069897485e-02,2.9500000000000000e+01,8.6275999999999999e+02,"Southeastern CT COG"
"NORWALK","JG",2.0050000000000000e+03,1.0400000000000000e+02,1.0300000000000000e+02,"F",160876748.0000,46944091.0000,207820839.0000,27282311.0000,22370645.0000,200532788.0000,238741612.0000,130808409.0000,14395614.0000,227594856.0000,0.0000,22678428.0000,0.0000,22678428.0000,11146756.0000,4143596.0000,11146756.0000,0.0000,,159578695.0000,159578695.0000,554777.0000,0.0000,31417835.0000,30863058.0000,52700140.0000,969528.0000,198474780.0000,195877618.0000,9.8691439788974700e-01,202836322.0000,199387363.0000,9.8299634421491833e-01,8.4437000000000000e+04,"Aaa",2.2809999999999999e+01,7326736284.0000,10506546590.0000,7.1200000000000000e+02,4.0940619184571141e-02,2.6410000000000000e+01,1.1158240000000000e+04,"South Western RPA"
"NORWICH","JG",2.0050000000000000e+03,1.0500000000000000e+02,1.0400000000000000e+02,"NL",34514000.0000,15074000.0000,51198000.0000,2289000.0000,36185000.0000,44964000.0000,91808000.0000,56267000.0000,5495000.0000,89766000.0000,1226000.0000,9546000.0000,2014000.0000,10334000.0000,1254000.0000,641237.0000,1254000.0000,0.0000,,32700000.0000,32700000.0000,398000.0000,1234000.0000,10971000.0000,10573000.0000,99041000.0000,-485000.0000,43999000.0000,42681000.0000,9.7004477374485787e-01,46695000.0000,44049000.0000,9.4333440411178926e-01,3.6598000000000000e+04,"A1",2.8330000000000002e+01,1733334647.0000,2502935567.1429,8.4400000000000000e+02,5.4138877991369162e-02,2.5690000000000001e+01,5.8010299999999997e+03,"Southeastern CT COG"
