Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Unreserved_Fund_Bal,Fund_Equity_Enterprise,Fund_Equity_Internal_Service,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2004 Population,Moody's_Bond_Ratings_July_2004,area lmt,ACGLFY04,EGL,TANF04 Recipients,empl,ACMR,enrollmt,RPA Identifier
"KILLINGWORTH","BP",2.0040000000000000e+03,7.1000000000000000e+01,7.0000000000000000e+01,"M",32268647.0000,1908759.0000,34177406.0000,-1054114.0000,2167110.0000,12993130.0000,15760021.0000,12032553.0000,1059447.0000,15906832.0000,0.0000,895000.0000,271571.0000,271571.0000,-418382.0000,-19153.0000,476618.0000,0.0000,9302124.0000,1090435.0000,10392559.0000,0.0000,756664.0000,2665552.0000,2665552.0000,,,12809283.0000,12746747.0000,9.9511791565538832e-01,12976798.0000,12893894.0000,9.9361136699515551e-01,6.3810000000000000e+03,,3.5320000000000000e+01,548722058.0000,888808332.4008,7.0000000000000000e+00,3.3005211349160395e-02,2.3100000000000001e+01,1.1356800000000001e+03,"CT River Estuary RPA"
"LEBANON","JG",2.0040000000000000e+03,7.2000000000000000e+01,7.1000000000000000e+01,"NL",13774319.0000,5055121.0000,24329748.0000,1336141.0000,5970380.0000,9461063.0000,17822568.0000,13739069.0000,1068001.0000,16982757.0000,9333.0000,111249.0000,656927.0000,656927.0000,192217.0000,-154226.0000,294133.0000,0.0000,,5253498.0000,5253498.0000,82237.0000,0.0000,2355100.0000,2272863.0000,,,9371014.0000,9186782.0000,9.8034022785581154e-01,9717138.0000,9366020.0000,9.6386610954789365e-01,7.2240000000000000e+03,"A1",5.4100000000000001e+01,340486593.0000,639688667.9840,1.6000000000000000e+01,4.1524181729360038e-02,2.7400000000000002e+01,1.3114700000000000e+03,"Windham Region COG"
"LEDYARD","JG",2.0040000000000000e+03,7.3000000000000000e+01,7.2000000000000000e+01,"NL",29408464.0000,643202.0000,30122944.0000,2042091.0000,13779055.0000,24857548.0000,40887445.0000,25088969.0000,767453.0000,39905806.0000,431681.0000,431681.0000,1634088.0000,1634088.0000,-220768.0000,1072327.0000,-220768.0000,0.0000,,4840950.0000,4840950.0000,0.0000,590692.0000,2972730.0000,2972730.0000,9709804.0000,514553.0000,24770100.0000,24531703.0000,9.9037561414770225e-01,25081074.0000,24712439.0000,9.8530226416938926e-01,1.5149000000000000e+04,"A1",3.8140000000000001e+01,801799033.0000,1407113336.0274,5.7000000000000000e+01,3.6573628488931663e-02,3.0900000000000002e+01,2.8707800000000002e+03,"Southeastern CT COG"
"LISBON","BP",2.0040000000000000e+03,7.4000000000000000e+01,7.3000000000000000e+01,"NL",4912386.0000,2752017.0000,7668814.0000,165152.0000,3883929.0000,4369167.0000,9682153.0000,7506524.0000,6606177.0000,14420544.0000,0.0000,4400000.0000,163526.0000,163526.0000,-4901917.0000,-231395.0000,-501917.0000,0.0000,,6490000.0000,6490000.0000,472530.0000,0.0000,1864509.0000,1391979.0000,4074856.0000,,4318118.0000,4266157.0000,9.8796674847699850e-01,4415038.0000,4323040.0000,9.7916258025412239e-01,4.2310000000000000e+03,"A3",1.6250000000000000e+01,235680520.0000,404800623.9943,9.0000000000000000e+00,4.2663476874003188e-02,1.8000000000000000e+01,8.2651999999999998e+02,"Southeastern CT COG"
"LITCHFIELD","JG",2.0040000000000000e+03,7.5000000000000000e+01,7.4000000000000000e+01,"L",11679806.0000,9979288.0000,21659094.0000,-330982.0000,1891638.0000,17974150.0000,20579303.0000,13984356.0000,747105.0000,20103726.0000,308954.0000,308954.0000,206111.0000,206111.0000,578420.0000,115687.0000,578420.0000,0.0000,,11859333.0000,11859333.0000,27845.0000,0.0000,2515080.0000,2487235.0000,,-105071.0000,17650533.0000,17324828.0000,9.8154701617225948e-01,18398560.0000,17797089.0000,9.6730880025393295e-01,8.5940000000000000e+03,"Aa3",5.6060000000000002e+01,639567851.0000,1308074955.6693,1.3000000000000000e+01,4.2161658513859772e-02,2.7370000000000001e+01,1.3809500000000000e+03,"Litchfield Hills Cncl of Elected Ofcls"
"LYME","BP",2.0040000000000000e+03,7.6000000000000000e+01,7.5000000000000000e+01,"NL",3577666.0000,1140175.0000,4833095.0000,1398427.0000,271740.0000,5522454.0000,6083343.0000,4260081.0000,65713.0000,6210725.0000,0.0000,30000.0000,181813.0000,181813.0000,-309195.0000,-130418.0000,-279195.0000,0.0000,4478141.0000,135389.0000,4613530.0000,80037.0000,379279.0000,1163497.0000,1083460.0000,,,5438673.0000,5402873.0000,9.9341751195558181e-01,5550649.0000,5457503.0000,9.8321889926745498e-01,2.1150000000000000e+03,,3.1850000000000001e+01,285260915.0000,685543521.8200,1.0000000000000000e+00,3.1971580817051509e-02,1.9000000000000000e+01,3.1500000000000000e+02,"CT River Estuary RPA"
"MADISON","JG",2.0040000000000000e+03,7.7000000000000000e+01,7.6000000000000000e+01,"NH",45554597.0000,10900279.0000,57224139.0000,6608266.0000,4240181.0000,45043579.0000,52193803.0000,34386092.0000,2784096.0000,49113235.0000,271049.0000,271049.0000,1970690.0000,1970690.0000,1380927.0000,5309.0000,3080568.0000,0.0000,,41710279.0000,41710279.0000,601644.0000,300000.0000,9308826.0000,8707182.0000,,55308.0000,44915094.0000,44672990.0000,9.9460974076999598e-01,45746124.0000,45038105.0000,9.8452286362009600e-01,1.8778000000000000e+04,"Aa1",3.6180000000000000e+01,2347701446.0000,3353859208.5714,1.6000000000000000e+01,3.1708568496664959e-02,1.9109999999999999e+01,3.8074000000000001e+03,"South Central Regional COG"
"MANCHESTER","BP",2.0040000000000000e+03,7.8000000000000000e+01,7.7000000000000000e+01,"H",10349000.0000,-2576000.0000,10228000.0000,-163000.0000,33862000.0000,86771000.0000,125356000.0000,80392000.0000,4315000.0000,122478000.0000,699000.0000,699000.0000,2332000.0000,2332000.0000,1245000.0000,-1609000.0000,1245000.0000,0.0000,,44840000.0000,44840000.0000,1211000.0000,1556000.0000,9171000.0000,7960000.0000,48689000.0000,-1967000.0000,93569000.0000,91767000.0000,9.8074148489350110e-01,97072000.0000,93465000.0000,9.6284201417504534e-01,5.5563000000000000e+04,"Aa2",2.7250000000000000e+01,2812846600.0000,4912607624.4701,8.4300000000000000e+02,4.7392593075144131e-02,3.4310000000000002e+01,7.9798200000000006e+03,"Capital Region COG"
"MANSFIELD","JG",2.0040000000000000e+03,7.9000000000000000e+01,7.8000000000000000e+01,"T",61779841.0000,2650673.0000,65271434.0000,-1715152.0000,14105111.0000,17572787.0000,32629278.0000,23838499.0000,1374970.0000,32493754.0000,427500.0000,427500.0000,609000.0000,609000.0000,-45976.0000,39192.0000,-45976.0000,0.0000,13573604.0000,5780000.0000,19353604.0000,97429.0000,0.0000,1113509.0000,1016080.0000,1342925.0000,1177149.0000,17404974.0000,17140287.0000,9.8479245070977983e-01,17785281.0000,17333770.0000,9.7461322089878699e-01,2.4232000000000000e+04,"Aa3",4.4460000000000001e+01,586209583.0000,1071073099.3152,5.7000000000000000e+01,3.6634460547504029e-02,2.9940000000000001e+01,2.0746700000000001e+03,"Windham Region COG"
"MARLBOROUGH","JG",2.0040000000000000e+03,8.0000000000000000e+01,7.9000000000000000e+01,"H",6899715.0000,6350368.0000,13250083.0000,4477953.0000,3005047.0000,11772921.0000,15333882.0000,11114108.0000,779576.0000,15043211.0000,0.0000,0.0000,641000.0000,641000.0000,-350329.0000,205581.0000,290671.0000,0.0000,8750678.0000,11750000.0000,20500678.0000,189750.0000,725589.0000,2514013.0000,2324263.0000,,,11676160.0000,11589446.0000,9.9257341454724846e-01,11843116.0000,11705865.0000,9.8841090469771642e-01,6.1850000000000000e+03,"A1",2.3280000000000001e+01,405997157.0000,687165355.6565,9.0000000000000000e+00,3.8775510204081633e-02,2.8300000000000001e+01,1.1589600000000000e+03,"Capital Region COG"
"MERIDEN","BP",2.0040000000000000e+03,8.1000000000000000e+01,8.0000000000000000e+01,"NH",59323461.0000,-24949908.0000,34373553.0000,21895266.0000,59809983.0000,88259403.0000,160338205.0000,75326596.0000,17400188.0000,157219119.0000,0.0000,0.0000,100000.0000,100000.0000,3019086.0000,4642975.0000,3019086.0000,0.0000,,101262690.0000,101262690.0000,1691600.0000,0.0000,3516461.0000,1824861.0000,107014063.0000,-584440.0000,87520578.0000,84517982.0000,9.6569268543907472e-01,93964132.0000,87938264.0000,9.3587055111624928e-01,5.9163000000000000e+04,"Baa1",2.3740000000000002e+01,2428566858.0000,4056950391.2452,1.8580000000000000e+03,5.8566835094166284e-02,3.7300000000000004e+01,9.6734899999999998e+03,"South Central Regional COG"
"MIDDLEBURY","JG",2.0040000000000000e+03,8.2000000000000000e+01,8.1000000000000000e+01,"NH",31005032.0000,8177419.0000,39182451.0000,3434026.0000,487433.0000,18597810.0000,20007856.0000,11120913.0000,852524.0000,19436785.0000,596667.0000,596667.0000,693566.0000,693566.0000,474172.0000,-137220.0000,474172.0000,0.0000,6074262.0000,4274930.0000,10349192.0000,0.0000,21066.0000,1871251.0000,1871251.0000,,,18483951.0000,18265592.0000,9.8818656249413339e-01,19484544.0000,18469776.0000,9.4791933544865103e-01,6.8460000000000000e+03,"A1",1.7750000000000000e+01,661462213.0000,1207099667.3603,8.0000000000000000e+00,3.8461538461538464e-02,2.8480000000000000e+01,1.1778700000000001e+03,"COG of Central Naugatuck Valley"
"MIDDLEFIELD","JG",2.0040000000000000e+03,8.3000000000000000e+01,8.2000000000000000e+01,"M",1311910.0000,5076527.0000,6388437.0000,327900.0000,1935178.0000,9031860.0000,11345466.0000,8250918.0000,295548.0000,10939752.0000,214215.0000,214215.0000,256118.0000,256118.0000,363811.0000,-22855.0000,405714.0000,0.0000,8376220.0000,3890108.0000,12266328.0000,33988.0000,157000.0000,1067530.0000,1033542.0000,,,8830798.0000,8725774.0000,9.8810707707276280e-01,9059546.0000,8901451.0000,9.8254934629174573e-01,4.3030000000000000e+03,,1.2700000000000001e+01,311555870.0000,526450788.7497,9.0000000000000000e+00,4.1612483745123538e-02,2.9580000000000002e+01,7.5796000000000004e+02,"Midstate RPA"
"MIDDLETOWN","JG",2.0040000000000000e+03,8.4000000000000000e+01,8.3000000000000000e+01,"M",74592000.0000,21288000.0000,96806000.0000,10836000.0000,27413000.0000,69268000.0000,101282000.0000,55427000.0000,12467000.0000,89577000.0000,747000.0000,1437000.0000,12615000.0000,12615000.0000,-163000.0000,-916000.0000,527000.0000,0.0000,,63359000.0000,63359000.0000,770000.0000,2319000.0000,8206000.0000,7436000.0000,,2098000.0000,73556000.0000,72251000.0000,9.8225841535700686e-01,75869000.0000,73660000.0000,9.7088402377782757e-01,4.7141000000000000e+04,"Aa3",4.0899999999999999e+01,2540320710.0000,3622269297.1429,6.2400000000000000e+02,4.7267297945070917e-02,2.7300000000000001e+01,5.3210200000000004e+03,"Midstate RPA"
"MILFORD","BP",2.0040000000000000e+03,8.5000000000000000e+01,8.4000000000000000e+01,"NH",101144000.0000,25445000.0000,126840000.0000,8829000.0000,17541000.0000,115667000.0000,139052000.0000,79965000.0000,8005000.0000,137883000.0000,55000.0000,20505000.0000,2326000.0000,21127000.0000,1221674.0000,1888000.0000,547000.0000,0.0000,,64872000.0000,64872000.0000,1496000.0000,2000000.0000,13336000.0000,11840000.0000,3877000.0000,5006000.0000,115969000.0000,113658000.0000,9.8007226069035691e-01,122111000.0000,115736000.0000,9.4779340108589727e-01,5.4495000000000000e+04,"Aa2",2.2559999999999999e+01,4042163966.0000,8255126712.6939,2.5800000000000000e+02,4.4155332150601224e-02,2.9199999999999999e+01,7.5748699999999999e+03,"South Central Regional COG"
"MONROE","JG",2.0040000000000000e+03,8.6000000000000000e+01,8.5000000000000000e+01,"F",34661586.0000,-6090197.0000,28683528.0000,5220169.0000,8688251.0000,44360300.0000,54940173.0000,39258790.0000,3162542.0000,55469401.0000,105000.0000,105000.0000,285703.0000,285703.0000,-709931.0000,-104603.0000,-709931.0000,0.0000,,35280461.0000,35280461.0000,305631.0000,1895000.0000,4938912.0000,4633281.0000,,-547573.0000,44005037.0000,43579878.0000,9.9033840148799335e-01,44734521.0000,44039034.0000,9.8445301336746183e-01,1.9656000000000000e+04,"Aa2",2.6129999999999999e+01,1444113174.0000,3038091098.9338,2.9000000000000000e+01,3.5634743875278395e-02,3.0580000000000002e+01,4.2232300000000005e+03,"Greater Bridgeport RPA"
"MONTVILLE","BP",2.0040000000000000e+03,8.7000000000000000e+01,8.6000000000000000e+01,"NL",12526833.0000,7325563.0000,21105980.0000,125409.0000,15299104.0000,27576661.0000,45843291.0000,30161889.0000,2892956.0000,45743048.0000,10656.0000,977608.0000,207468.0000,207468.0000,-96569.0000,-1154238.0000,870383.0000,0.0000,,17955180.0000,17955180.0000,2453584.0000,0.0000,5067231.0000,2613647.0000,43005070.0000,-1732641.0000,27068565.0000,26616011.0000,9.8328119721159946e-01,28604728.0000,27055155.0000,9.4582808128782070e-01,1.9846000000000000e+04,"Aa3",4.2009999999999998e+01,986847865.0000,1715704552.7295,9.7000000000000000e+01,4.3231482357392867e-02,2.7370000000000001e+01,3.0175900000000001e+03,"Southeastern CT COG"
"MORRIS","JG",2.0040000000000000e+03,8.8000000000000000e+01,8.7000000000000000e+01,"L",4548355.0000,1454830.0000,6104658.0000,27291.0000,668310.0000,5838495.0000,6751568.0000,4914225.0000,0.0000,6682198.0000,0.0000,0.0000,127352.0000,127352.0000,-57982.0000,-58464.0000,-57982.0000,0.0000,3243282.0000,0.0000,3243282.0000,114895.0000,150000.0000,332585.0000,217690.0000,2271267.0000,,5775607.0000,5692802.0000,9.8566297880032350e-01,5916861.0000,5786614.0000,9.7798714554896593e-01,2.3960000000000000e+03,,1.7190000000000001e+01,223444631.0000,429931272.7751,3.0000000000000000e+00,4.3343653250773995e-02,2.5810000000000002e+01,3.8122000000000003e+02,"Litchfield Hills Cncl of Elected Ofcls"
"NAUGATUCK","JG",2.0040000000000000e+03,8.9000000000000000e+01,8.8000000000000000e+01,"NH",117613467.0000,-12202622.0000,116137483.0000,-6751414.0000,30055019.0000,45014873.0000,81825873.0000,47423829.0000,7718400.0000,132880744.0000,2248449.0000,52173449.0000,1090413.0000,1693420.0000,-49896835.0000,-291341.0000,-574842.0000,0.0000,,100177321.0000,100177321.0000,395610.0000,0.0000,7300245.0000,6904635.0000,,-5147657.0000,45129158.0000,42963248.0000,9.5200641678269293e-01,49982916.0000,44390737.0000,8.8811819222391908e-01,3.1802000000000000e+04,"A1",1.6390000000000001e+01,1382827270.0000,1975467528.5714,3.2100000000000000e+02,5.6572379367720464e-02,3.3000000000000000e+01,5.5533599999999997e+03,"COG of Central Naugatuck Valley"
"NEW BRITAIN","JG",2.0040000000000000e+03,9.0000000000000000e+01,8.9000000000000000e+01,"H",102955000.0000,-55164000.0000,50326000.0000,23932000.0000,87721000.0000,97808000.0000,195756000.0000,108233000.0000,25624000.0000,169128000.0000,3027000.0000,3027000.0000,28661000.0000,28661000.0000,994000.0000,422000.0000,994000.0000,0.0000,,190530000.0000,190530000.0000,1424000.0000,0.0000,8010000.0000,6586000.0000,34016000.0000,2446000.0000,96709000.0000,93815000.0000,9.7007517397553489e-01,105243000.0000,96323000.0000,9.1524376918179828e-01,7.1832000000000000e+04,"A3",1.3340000000000000e+01,2102777490.0000,2997328742.8571,3.2190000000000000e+03,7.7242524916943528e-02,4.6930000000000000e+01,1.1069000000000000e+04,"Central CT RPA"
"NEW CANAAN","JG",2.0040000000000000e+03,9.1000000000000000e+01,9.0000000000000000e+01,"F",19774019.0000,31140026.0000,50914045.0000,3735685.0000,3259912.0000,77950265.0000,87034807.0000,52298589.0000,7219257.0000,85773689.0000,9962.0000,634962.0000,963248.0000,963248.0000,307832.0000,1797229.0000,932832.0000,0.0000,,94255436.0000,94255436.0000,315102.0000,1845076.0000,10151755.0000,9836653.0000,277192.0000,935390.0000,77880446.0000,77379288.0000,9.9356503428344511e-01,79379118.0000,78040435.0000,9.8313557729376633e-01,1.9965000000000000e+04,"Aaa",2.2129999999999999e+01,5541421450.0000,8878786285.4112,5.0000000000000000e+00,2.8879610299234516e-02,1.3990000000000000e+01,4.0037700000000000e+03,"South Western RPA"
"NEW FAIRFIELD","JG",2.0040000000000000e+03,9.2000000000000000e+01,9.1000000000000000e+01,"F",19034384.0000,14430415.0000,33693879.0000,3899551.0000,5866379.0000,31540129.0000,39036194.0000,24275148.0000,2499382.0000,38042396.0000,75923.0000,75923.0000,974762.0000,974762.0000,94959.0000,568511.0000,993798.0000,0.0000,,15234347.0000,15234347.0000,710324.0000,70000.0000,4575167.0000,3864843.0000,,901906.0000,31322469.0000,31133709.0000,9.9397365514193659e-01,31717226.0000,31425252.0000,9.9079446607342014e-01,1.4229000000000000e+04,"Aa3",2.0460000000000001e+01,1133214153.0000,2179458580.4612,2.0000000000000000e+01,3.3976001078603206e-02,2.7600000000000001e+01,3.0655100000000002e+03,"Housatonic Council of Elected Ofcls"
"NEW HARTFORD","JG",2.0040000000000000e+03,9.3000000000000000e+01,9.2000000000000000e+01,"L",3695478.0000,2989808.0000,6685286.0000,829593.0000,3581082.0000,13542890.0000,17751679.0000,12708316.0000,509971.0000,17141404.0000,0.0000,0.0000,386587.0000,386587.0000,223688.0000,-273481.0000,223688.0000,0.0000,4707153.0000,4700000.0000,9407153.0000,0.0000,170000.0000,2112940.0000,2112940.0000,4064089.0000,,13328139.0000,13128858.0000,9.8504810011360178e-01,13678239.0000,13352108.0000,9.7615694534947084e-01,6.6620000000000000e+03,"A2",3.7020000000000003e+01,411924229.0000,764006769.7607,1.2000000000000000e+01,4.6952224052718289e-02,3.2399999999999999e+01,1.1529000000000001e+03,"Litchfield Hills Cncl of Elected Ofcls"
"NEW HAVEN","JG",2.0040000000000000e+03,9.4000000000000000e+01,9.3000000000000000e+01,"NH",323566090.0000,24273612.0000,349022664.0000,56641962.0000,193247992.0000,151484011.0000,368132461.0000,159770810.0000,47920366.0000,367687157.0000,0.0000,0.0000,0.0000,0.0000,445304.0000,-5155029.0000,445304.0000,0.0000,,483045413.0000,483045413.0000,0.0000,0.0000,12948501.0000,12948501.0000,98115926.0000,-8835251.0000,149550639.0000,145503999.0000,9.7294133928775794e-01,160098422.0000,148469134.0000,9.2736163258373649e-01,1.2501200000000000e+05,"A3",1.8850000000000001e+01,4140435352.0000,6739549068.0699,7.1060000000000000e+03,7.1239126806016656e-02,3.8530000000000001e+01,2.0207240000000002e+04,"South Central Regional COG"
"NEW LONDON","JG",2.0040000000000000e+03,9.5000000000000000e+01,9.5000000000000000e+01,"NL",22326594.0000,24923575.0000,47250169.0000,-4650657.0000,33348081.0000,29014515.0000,67521636.0000,35830704.0000,2791168.0000,70422249.0000,0.0000,63201.0000,991710.0000,991710.0000,-3892323.0000,-358296.0000,-3829122.0000,0.0000,,28795042.0000,28795042.0000,203485.0000,2645757.0000,7459545.0000,7256060.0000,55119894.0000,,29141298.0000,28328127.0000,9.7209558064297619e-01,32062347.0000,28738475.0000,8.9633098288157131e-01,2.6375000000000000e+04,"A1",5.5400000000000000e+00,956392266.0000,1836729933.7750,8.5200000000000000e+02,6.1406133133881824e-02,3.5399999999999999e+01,3.5621199999999999e+03,"Southeastern CT COG"
"NEW MILFORD","BP",2.0040000000000000e+03,9.6000000000000000e+01,9.6000000000000000e+01,"L",38886847.0000,33409645.0000,79404174.0000,10525964.0000,15758199.0000,53772454.0000,76172583.0000,47390894.0000,9079665.0000,76169440.0000,871691.0000,1266282.0000,1037134.0000,1037134.0000,-162300.0000,-660711.0000,232291.0000,0.0000,,58527698.0000,58527698.0000,1159936.0000,2687447.0000,11573993.0000,10414057.0000,14586549.0000,2629570.0000,52551376.0000,51417841.0000,9.7842996537331395e-01,55102303.0000,52566568.0000,9.5398132451923112e-01,2.8484000000000000e+04,"Aa2",6.1579999999999998e+01,2159114240.0000,3816746683.1881,8.2000000000000000e+01,3.8005644402634056e-02,2.4760000000000002e+01,5.2349300000000003e+03,"Housatonic Council of Elected Ofcls"
"NEWINGTON","BP",2.0040000000000000e+03,9.7000000000000000e+01,9.4000000000000000e+01,"H",26722000.0000,21215000.0000,48380000.0000,6376000.0000,14345000.0000,55901000.0000,72258000.0000,44634000.0000,2799000.0000,71254000.0000,75000.0000,75000.0000,1488000.0000,1488000.0000,-409000.0000,640000.0000,-409000.0000,0.0000,,23560000.0000,23560000.0000,1423000.0000,1650000.0000,10563000.0000,9140000.0000,,2680000.0000,56086000.0000,55498000.0000,9.8951610027457837e-01,56872000.0000,55553000.0000,9.7680756787171197e-01,2.9646000000000000e+04,"Aa3",1.3170000000000000e+01,1778118394.0000,3286385834.4798,9.5000000000000000e+01,4.3375296023931198e-02,3.2289999999999999e+01,4.5987900000000000e+03,"Capital Region COG"
"NEWTOWN","JG",2.0040000000000000e+03,9.8000000000000000e+01,9.7000000000000000e+01,"F",95343045.0000,21096610.0000,120731839.0000,4265454.0000,9271044.0000,65870365.0000,79091271.0000,51086878.0000,7033852.0000,80044499.0000,400000.0000,400000.0000,125000.0000,125000.0000,-678228.0000,945567.0000,-678228.0000,0.0000,,49347732.0000,49347732.0000,2822685.0000,2326992.0000,7616913.0000,4794228.0000,31549790.0000,112204.0000,65292492.0000,64472826.0000,9.8744624420216642e-01,66750646.0000,65321228.0000,9.7858570537279899e-01,2.6762000000000000e+04,"Aa2",5.7759999999999998e+01,2809432878.0000,4013475540.0000,2.4000000000000000e+01,3.5296680949960052e-02,2.3400000000000002e+01,5.5150400000000000e+03,"Housatonic Council of Elected Ofcls"
"NORFOLK","JG",2.0040000000000000e+03,9.9000000000000000e+01,9.8000000000000000e+01,"L",3843291.0000,1914912.0000,5758203.0000,23434.0000,681864.0000,4714489.0000,5614828.0000,3282204.0000,146258.0000,5486877.0000,5460.0000,5460.0000,85942.0000,85942.0000,47469.0000,-162778.0000,47469.0000,0.0000,980101.0000,615000.0000,1595101.0000,4736.0000,0.0000,879089.0000,874353.0000,,,4674096.0000,4569203.0000,9.7755865519236229e-01,4835024.0000,4649323.0000,9.9877530169554440e-01,1.6870000000000000e+03,"A3",4.5310000000000002e+01,167411007.0000,299545069.7808,6.0000000000000000e+00,4.4257112750263436e-02,2.8260000000000002e+01,2.6682999999999998e+02,"Litchfield Hills Cncl of Elected Ofcls"
"NORTH BRANFORD","JG",2.0040000000000000e+03,1.0000000000000000e+02,9.9000000000000000e+01,"NH",36223230.0000,17025109.0000,54254661.0000,1477662.0000,8552014.0000,25379050.0000,34688167.0000,23128660.0000,2815377.0000,34725356.0000,409918.0000,564999.0000,509818.0000,509818.0000,-137089.0000,398238.0000,17992.0000,0.0000,,28840395.0000,28840395.0000,116437.0000,850000.0000,3442044.0000,3325607.0000,,,24246957.0000,24041567.0000,9.9152924632975592e-01,24787550.0000,24292599.0000,9.8003227426671857e-01,1.4292000000000000e+04,"A1",2.4920000000000002e+01,873313877.0000,1538791834.1897,4.6000000000000000e+01,4.0925488244806567e-02,2.7900000000000002e+01,2.5913899999999999e+03,"South Central Regional COG"
"NORTH CANAAN","BP",2.0040000000000000e+03,1.0100000000000000e+02,1.0000000000000000e+02,"L",5847089.0000,850184.0000,7894040.0000,458211.0000,2444694.0000,5450177.0000,8138479.0000,6027579.0000,412241.0000,8225040.0000,0.0000,0.0000,20600.0000,20600.0000,-107161.0000,-78470.0000,-107161.0000,0.0000,1068579.0000,1703853.0000,2772432.0000,0.0000,289450.0000,583384.0000,583384.0000,18072.0000,,5428798.0000,5315423.0000,9.7911600321102388e-01,5677473.0000,5405090.0000,9.5202390218324240e-01,3.3920000000000000e+03,"A3",1.9449999999999999e+01,252241820.0000,360345457.1429,1.4000000000000000e+01,4.0959625511995321e-02,2.2800000000000001e+01,5.0478000000000003e+02,"Northwestern CT COG"
"NORTH HAVEN","JG",2.0040000000000000e+03,1.0200000000000000e+02,1.0100000000000000e+02,"NH",25539104.0000,10048545.0000,37479609.0000,125568.0000,5521613.0000,55583834.0000,65896333.0000,36236183.0000,4559208.0000,67927155.0000,36110.0000,36110.0000,1424005.0000,1424005.0000,-3418717.0000,317884.0000,-3418717.0000,0.0000,,31498527.0000,31498527.0000,2661581.0000,1000000.0000,7697872.0000,5036291.0000,,,54774031.0000,53854651.0000,9.8321503852802072e-01,58902263.0000,55255133.0000,9.3808166589456843e-01,2.3710000000000000e+04,"Aa2",2.0770000000000000e+01,1964935530.0000,3524217369.4421,7.1000000000000000e+01,3.9904420549581841e-02,2.8760000000000002e+01,3.8858499999999999e+03,"South Central Regional COG"
"NORTH STONINGTON","BP",2.0040000000000000e+03,1.0300000000000000e+02,1.0200000000000000e+02,"NL",2856956.0000,6059170.0000,9734864.0000,713467.0000,4497770.0000,9881726.0000,14903092.0000,9762266.0000,1299693.0000,14845046.0000,79007.0000,379007.0000,413846.0000,413846.0000,-276793.0000,154515.0000,23207.0000,0.0000,,6419244.0000,6419244.0000,704925.0000,0.0000,1795403.0000,1090478.0000,,,9723132.0000,9499568.0000,9.7700699733378094e-01,10101699.0000,9758398.0000,9.6601551877560399e-01,5.2010000000000000e+03,"A3",5.4300000000000004e+01,339283912.0000,697495572.5707,1.2000000000000000e+01,3.7235721047649099e-02,2.8500000000000000e+01,8.7695000000000005e+02,"Southeastern CT COG"
"NORWALK","JG",2.0040000000000000e+03,1.0400000000000000e+02,1.0300000000000000e+02,"F",145420373.0000,35118155.0000,180538528.0000,-9549794.0000,21948831.0000,185043538.0000,218675179.0000,123731669.0000,11852076.0000,214869382.0000,0.0000,53197694.0000,0.0000,52859895.0000,3805797.0000,647023.0000,4143596.0000,0.0000,,126789534.0000,126789534.0000,185512.0000,0.0000,20271079.0000,20085567.0000,51503325.0000,1946855.0000,186498884.0000,183693620.0000,9.8495827996482810e-01,190830239.0000,186899355.0000,9.7940114721545779e-01,8.4412000000000000e+04,"Aaa",2.2809999999999999e+01,6500901250.0000,15576343984.9845,8.4600000000000000e+02,4.3164095609425329e-02,2.8969999999999999e+01,1.1140780000000001e+04,"South Western RPA"
"NORWICH","JG",2.0040000000000000e+03,1.0500000000000000e+02,1.0400000000000000e+02,"NL",24967764.0000,18076927.0000,43044691.0000,6916381.0000,35465108.0000,43313935.0000,88045223.0000,53690177.0000,6177807.0000,86024400.0000,1351887.0000,5926887.0000,2804740.0000,7306473.0000,567970.0000,629096.0000,641237.0000,0.0000,,40325000.0000,40325000.0000,414700.0000,0.0000,9716844.0000,9302144.0000,90265614.0000,729281.0000,42773755.0000,41136220.0000,9.6171636088531387e-01,46249769.0000,42275254.0000,9.1406411132561549e-01,3.6721000000000000e+04,"A1",2.8330000000000002e+01,1184382663.0000,2512264379.8829,8.3300000000000000e+02,5.5569362294348626e-02,3.6770000000000003e+01,5.8075500000000002e+03,"Southeastern CT COG"
